RnaID	GenotypeID	MetaCohort	RNADataset	GenotypeIndividualsDataset
1940_TCX	1940	AMP-AD	Mayo	AMPAD-MAYO-V2
11313_TCX	11313	AMP-AD	Mayo	AMPAD-MAYO-V2
11448_TCX	11448	AMP-AD	Mayo	AMPAD-MAYO-V2
1214_TCX	1214	AMP-AD	Mayo	AMPAD-MAYO-V2
1036_TCX	1036	AMP-AD	Mayo	AMPAD-MAYO-V2
135_TCX	135	AMP-AD	Mayo	AMPAD-MAYO-V2
1937_TCX	1937	AMP-AD	Mayo	AMPAD-MAYO-V2
11275_TCX	11275	AMP-AD	Mayo	AMPAD-MAYO-V2
149_TCX	149	AMP-AD	Mayo	AMPAD-MAYO-V2
892_TCX	892	AMP-AD	Mayo	AMPAD-MAYO-V2
11399_TCX	11399	AMP-AD	Mayo	AMPAD-MAYO-V2
11323_TCX	11323	AMP-AD	Mayo	AMPAD-MAYO-V2
11402_TCX	11402	AMP-AD	Mayo	AMPAD-MAYO-V2
11464_TCX	11464	AMP-AD	Mayo	AMPAD-MAYO-V2
948_TCX	948	AMP-AD	Mayo	AMPAD-MAYO-V2
1019_TCX	1019	AMP-AD	Mayo	AMPAD-MAYO-V2
11357_TCX	11357	AMP-AD	Mayo	AMPAD-MAYO-V2
894_TCX	894	AMP-AD	Mayo	AMPAD-MAYO-V2
129_TCX	129	AMP-AD	Mayo	AMPAD-MAYO-V2
11258_TCX	11258	AMP-AD	Mayo	AMPAD-MAYO-V2
6913_TCX	6913	AMP-AD	Mayo	AMPAD-MAYO-V2
742_TCX	742	AMP-AD	Mayo	AMPAD-MAYO-V2
11371_TCX	11371	AMP-AD	Mayo	AMPAD-MAYO-V2
991_TCX	991	AMP-AD	Mayo	AMPAD-MAYO-V2
6872_TCX	6872	AMP-AD	Mayo	AMPAD-MAYO-V2
11422_TCX	11422	AMP-AD	Mayo	AMPAD-MAYO-V2
11470_TCX	11470	AMP-AD	Mayo	AMPAD-MAYO-V2
11288_TCX	11288	AMP-AD	Mayo	AMPAD-MAYO-V2
11264_TCX	11264	AMP-AD	Mayo	AMPAD-MAYO-V2
11391_TCX	11391	AMP-AD	Mayo	AMPAD-MAYO-V2
11389_TCX	11389	AMP-AD	Mayo	AMPAD-MAYO-V2
11396_TCX	11396	AMP-AD	Mayo	AMPAD-MAYO-V2
11320_TCX	11320	AMP-AD	Mayo	AMPAD-MAYO-V2
1058_TCX	1058	AMP-AD	Mayo	AMPAD-MAYO-V2
11279_TCX	11279	AMP-AD	Mayo	AMPAD-MAYO-V2
1123_TCX	1123	AMP-AD	Mayo	AMPAD-MAYO-V2
11331_TCX	11331	AMP-AD	Mayo	AMPAD-MAYO-V2
11325_TCX	11325	AMP-AD	Mayo	AMPAD-MAYO-V2
11427_TCX	11427	AMP-AD	Mayo	AMPAD-MAYO-V2
962_TCX	962	AMP-AD	Mayo	AMPAD-MAYO-V2
1005_TCX	1005	AMP-AD	Mayo	AMPAD-MAYO-V2
11507_TCX	11507	AMP-AD	Mayo	AMPAD-MAYO-V2
1183_TCX	1183	AMP-AD	Mayo	AMPAD-MAYO-V2
1046_TCX	1046	AMP-AD	Mayo	AMPAD-MAYO-V2
11259_TCX	11259	AMP-AD	Mayo	AMPAD-MAYO-V2
11476_TCX	11476	AMP-AD	Mayo	AMPAD-MAYO-V2
1302_TCX	1302	AMP-AD	Mayo	AMPAD-MAYO-V2
1085_TCX	1085	AMP-AD	Mayo	AMPAD-MAYO-V2
11330_TCX	11330	AMP-AD	Mayo	AMPAD-MAYO-V2
791_TCX	791	AMP-AD	Mayo	AMPAD-MAYO-V2
11312_TCX	11312	AMP-AD	Mayo	AMPAD-MAYO-V2
1932_TCX	1932	AMP-AD	Mayo	AMPAD-MAYO-V2
6929_TCX	6929	AMP-AD	Mayo	AMPAD-MAYO-V2
11287_TCX	11287	AMP-AD	Mayo	AMPAD-MAYO-V2
11499_TCX	11499	AMP-AD	Mayo	AMPAD-MAYO-V2
11314_TCX	11314	AMP-AD	Mayo	AMPAD-MAYO-V2
11303_TCX	11303	AMP-AD	Mayo	AMPAD-MAYO-V2
11263_TCX	11263	AMP-AD	Mayo	AMPAD-MAYO-V2
1919_TCX	1919	AMP-AD	Mayo	AMPAD-MAYO-V2
11482_TCX	11482	AMP-AD	Mayo	AMPAD-MAYO-V2
7016_TCX	7016	AMP-AD	Mayo	AMPAD-MAYO-V2
1104_TCX	1104	AMP-AD	Mayo	AMPAD-MAYO-V2
6952_TCX	6952	AMP-AD	Mayo	AMPAD-MAYO-V2
11465_TCX	11465	AMP-AD	Mayo	AMPAD-MAYO-V2
11298_TCX	11298	AMP-AD	Mayo	AMPAD-MAYO-V2
11506_TCX	11506	AMP-AD	Mayo	AMPAD-MAYO-V2
11285_TCX	11285	AMP-AD	Mayo	AMPAD-MAYO-V2
11294_TCX	11294	AMP-AD	Mayo	AMPAD-MAYO-V2
976_TCX	976	AMP-AD	Mayo	AMPAD-MAYO-V2
746_TCX	746	AMP-AD	Mayo	AMPAD-MAYO-V2
11430_TCX	11430	AMP-AD	Mayo	AMPAD-MAYO-V2
11502_TCX	11502	AMP-AD	Mayo	AMPAD-MAYO-V2
11305_TCX	11305	AMP-AD	Mayo	AMPAD-MAYO-V2
6810_TCX	6810	AMP-AD	Mayo	AMPAD-MAYO-V2
11328_TCX	11328	AMP-AD	Mayo	AMPAD-MAYO-V2
1029_TCX	1029	AMP-AD	Mayo	AMPAD-MAYO-V2
7099_TCX	7099	AMP-AD	Mayo	AMPAD-MAYO-V2
783_TCX	783	AMP-AD	Mayo	AMPAD-MAYO-V2
11340_TCX	11340	AMP-AD	Mayo	AMPAD-MAYO-V2
11485_TCX	11485	AMP-AD	Mayo	AMPAD-MAYO-V2
11316_TCX	11316	AMP-AD	Mayo	AMPAD-MAYO-V2
11404_TCX	11404	AMP-AD	Mayo	AMPAD-MAYO-V2
11249_TCX	11249	AMP-AD	Mayo	AMPAD-MAYO-V2
11431_TCX	11431	AMP-AD	Mayo	AMPAD-MAYO-V2
11381_TCX	11381	AMP-AD	Mayo	AMPAD-MAYO-V2
1166_TCX	1166	AMP-AD	Mayo	AMPAD-MAYO-V2
1105_TCX	1105	AMP-AD	Mayo	AMPAD-MAYO-V2
1933_TCX	1933	AMP-AD	Mayo	AMPAD-MAYO-V2
hB_RNA_12994	71789	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9125	71755	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_7665	71912	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_623	71775	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13058	68658	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16325	68424	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13351	71805	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16185	71863	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16375	71887	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_370	71698	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_124	71981	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8875	68622	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_738	71813	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_47	71737	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10372	71898	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8555	68422	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13525	71773	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9228	71972	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_102	71839	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_4565	71797	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_432	71673	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_148	71723	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9025	71995	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_748	71927	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_37	71757	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13134	71794	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12514	71983	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_372	71722	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9157	71973	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12222	71947	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_630	71951	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_111	71968	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8885	71881	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12434	71825	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8915	68637	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_18	71977	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_376	68427	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16275	71831	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12865	71986	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8745	71804	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_399	71909	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8075	71751	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_269	68682	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_4351	71728	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_538	71969	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10567	71826	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10272	71895	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_440	70475	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10672	68622	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12352	71917	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_76	71896	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13102	68422	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_17085	71836	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12804	71956	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9214	70490	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_6	71944	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9150	71741	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_483	71846	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_255	71739	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13132	71833	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_4301	71755	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8905	71733	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_11023	71934	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_600	71792	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_449	71987	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_117	71729	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_670	71689	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10402	68658	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_172	70568	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16105	71928	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_15	71909	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_17155	71702	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9212	71838	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_714	71747	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9176	71882	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_589	71937	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_719	71916	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_543	71803	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16685	71851	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_692	71996	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10452	71952	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_465	71679	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13655	71814	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_317	71715	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_175	71960	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10712	71720	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16435	71708	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9138	71907	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13512	71858	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16655	71965	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12615	71903	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12852	71912	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9170	71778	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_308	71787	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_7745	71993	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_166	71886	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_199	68433	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_551	71803	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9155	71969	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16825	71803	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12545	71685	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10482	71918	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_4403	71741	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_4531	71784	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13018	71811	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16605	71911	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16795	71753	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16985	71850	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_450	71933	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_66	71689	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_429	71879	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_348	71742	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16975	71839	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16835	71799	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16785	71735	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10652	71922	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_545	71684	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10332	71733	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9137	70640	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8325	71936	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_807	68455	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_797	71904	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10962	71793	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_731	71735	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_410	71704	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_4674	71834	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_666	71783	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16065	68454	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16515	71961	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_17035	71716	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10617	71881	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_5051	71963	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_572	71737	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16115	71937	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_787	71716	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_110	71746	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_753	71945	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8455	71727	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_88	71924	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_7845	71857	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_72	71792	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_89	71863	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_758	71769	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_17095	71697	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16195	71971	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_4827	71882	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9085	70490	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_327	71782	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16145	71677	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_643	71938	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12582	71930	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8115	71811	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_732	71723	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12242	71939	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_720	71690	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8545	71930	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_680	71757	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13048	71959	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_378	71992	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10292	71952	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16775	71899	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10952	71984	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_400	71923	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10462	71795	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10682	71901	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_7875	71947	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_425	71836	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10802	71724	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_165	71951	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_505	71819	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8055	71936	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12784	71771	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12322	71964	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13542	71885	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16765	71942	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12662	71816	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_707	71848	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8945	71752	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12171	68637	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_386	71750	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_49	71705	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10282	71795	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_800	70665	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16915	71924	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_20672	71739	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8345	71956	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13158	71857	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12504	71922	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_7725	71984	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_712	71801	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13039	71733	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_579	71882	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9045	71802	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_347	70696	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_281	71996	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_307	71899	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_234	71716	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_7695	71709	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_90	71690	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10832	71825	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8715	71827	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9221	71814	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_86	71718	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9231	68420	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_138	71831	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13266	70640	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_492	71710	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_584	71960	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_152	71887	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_358	71961	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_65	71954	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_809	71883	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_464	71920	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_406	71938	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_573	71767	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12262	71814	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12362	71907	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8955	71993	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_485	71951	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12664	71714	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16255	71893	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_486	70672	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12181	68658	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_4581	71805	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_1107	71883	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_709	71749	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13458	71907	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10742	71714	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_379	71991	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16725	71910	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9148	71747	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_423	71735	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_326	71963	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_759	71760	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_335	71926	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12191	71979	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13081	71709	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_189	71847	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_448	71929	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_40	71726	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_744	71868	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8995	71895	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_159	70672	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_482	71729	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9074	70659	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_810	71738	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_487	68411	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_430	71886	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16045	71875	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13465	71838	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_4474	71764	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16855	71933	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13193	71984	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9203	71980	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_813	71969	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_548	71715	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8375	71685	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_7955	71931	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16305	71722	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12954	71936	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8425	71721	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16405	71723	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10552	71986	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_7865	68422	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9217	71805	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_112	71719	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_9160	71991	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_67	71832	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_238	71677	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_8705	71859	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13068	71804	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_36	71702	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13107	71941	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12693	71934	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13518	71853	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_13406	71791	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_22_258	71787	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_10_546	71718	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_5141	71991	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_10532	68637	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12484	71859	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_12887	71906	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_373	68425	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_493	71801	AMP-AD	MSBB	AMPAD-MSBB-V2
BM_36_521	68435	AMP-AD	MSBB	AMPAD-MSBB-V2
hB_RNA_16385	71762	AMP-AD	MSBB	AMPAD-MSBB-V2
